Frame,Cell,Intensity_nucleus,Intensity_cytoplasm,Ratio_nucleus_div_cytoplasm,Key,Sample
0,1,720.4860956618465,409.37391304347824,1.759970708210042,PKA,ERK_example
0,2,1135.7410747839158,274.56885688568855,4.136452646764522,PKA,ERK_example
0,3,1095.5746987951807,253.83094555873924,4.316158915862577,PKA,ERK_example
0,4,908.903836571998,371.21030042918454,2.448487651126989,PKA,ERK_example
0,all,990.3742742295668,322.543391521197,3.070514852462823,PKA,ERK_example
1,1,727.5,440.0795811518325,1.6531100990777488,PKA,ERK_example
1,2,1139.128898910184,275.5836330935252,4.133514338725611,PKA,ERK_example
1,3,1096.6045764753112,253.71877979027644,4.322126164179738,PKA,ERK_example
1,4,908.8994578610153,364.01403887688986,2.4968802320517276,PKA,ERK_example
1,all,994.8447211937619,329.0333993072736,3.023537194972443,PKA,ERK_example
2,1,736.4621606008088,428.21196222455404,1.7198542440872042,PKA,ERK_example
2,2,1142.4688672168043,277.0080862533693,4.124315945679034,PKA,ERK_example
2,3,1099.9967961553864,252.89645254074784,4.349593618669482,PKA,ERK_example
2,4,909.7708947885939,365.0854054054054,2.4919399168486285,PKA,ERK_example
2,all,998.8579749103943,326.6908775409023,3.0575018881123652,PKA,ERK_example
3,1,737.0648743424898,446.23617021276596,1.651737182109322,PKA,ERK_example
3,2,1139.7379258704605,277.3345323741007,4.109614176474247,PKA,ERK_example
3,3,1098.3739478957916,251.84593301435407,4.361293171381844,PKA,ERK_example
3,4,902.9404646660213,345.69372294372295,2.6119666188240713,PKA,ERK_example
3,all,996.4526445264453,325.9035065904004,3.0575082022017006,PKA,ERK_example
4,1,741.6651270207852,432.20081967213116,1.7160197141306086,PKA,ERK_example
4,2,1148.8610589560647,280.546438232642,4.095083388666572,PKA,ERK_example
4,3,1106.0946817082997,259.46962391513983,4.262906250906853,PKA,ERK_example
4,4,920.358,389.3387445887446,2.3639003638648055,PKA,ERK_example
4,all,1005.9731891404754,336.5726643598616,2.988873713359248,PKA,ERK_example
