Frame,Cell,Intensity_nucleus,Intensity_cytoplasm,Ratio_nucleus_div_cytoplasm,Key,Sample
39,all,202.41218595914535,138.89559748427672,1.457297348694287,ERK,ERK_example
40,1,212.79177545691905,139.21696035242292,1.528490314098541,ERK,ERK_example
40,2,168.78341013824885,154.4632152588556,1.0927094185848385,ERK,ERK_example
40,3,257.63914501257335,140.5087890625,1.8336158665346718,ERK,ERK_example
40,4,124.80935064935065,91.90614886731392,1.3580087098365912,ERK,ERK_example
40,all,191.84254765005326,132.71489898989898,1.4455238191806523,ERK,ERK_example
41,1,210.56142506142507,130.4760348583878,1.61379386865916,ERK,ERK_example
41,2,170.0452627541235,154.10454545454544,1.103440928705636,ERK,ERK_example
41,3,254.64464882943145,141.82254901960783,1.7955159499652291,ERK,ERK_example
41,4,124.88198757763975,92.24839400428266,1.3537578504818422,ERK,ERK_example
41,all,191.20037387545273,130.94436052366567,1.460165012917047,ERK,ERK_example
42,1,212.3231441048035,134.02854006586168,1.58416367141258,ERK,ERK_example
42,2,168.30913259457395,157.46230699364213,1.0688852196314498,ERK,ERK_example
42,3,253.77889027951605,144.24387855044074,1.7593737275358408,ERK,ERK_example
42,4,123.17255504352279,93.18878101402373,1.3217530447681989,ERK,ERK_example
42,all,190.16137689614936,133.61742424242425,1.4231779872596295,ERK,ERK_example
43,1,210.24375,134.28507795100222,1.5656523659070556,ERK,ERK_example
43,2,163.30536398467433,154.6414922656961,1.056025531001036,ERK,ERK_example
43,3,245.02338204592903,141.78550440744368,1.7281271669480014,ERK,ERK_example
43,4,120.89017951425555,91.53010752688172,1.320769556386143,ERK,ERK_example
43,all,185.717613836922,131.81990881458967,1.408873784749326,ERK,ERK_example
44,1,211.69943289224952,133.06100217864923,1.5909953286539915,ERK,ERK_example
44,2,162.59410864575364,153.6727272727273,1.0580544220913926,ERK,ERK_example
44,3,240.96682066358673,142.4472906403941,1.6916209468097474,ERK,ERK_example
44,4,119.9209549071618,92.8252427184466,1.2919002568180802,ERK,ERK_example
44,all,184.33695523798275,131.77348484848486,1.3988926182679025,ERK,ERK_example
45,1,217.50952673632452,135.9593679458239,1.5998127236292838,ERK,ERK_example
45,2,165.27711766960522,159.80381471389646,1.0342501395571053,ERK,ERK_example
45,3,243.695178197065,148.71681415929203,1.6386524924884467,ERK,ERK_example
45,4,125.9284603421462,98.2467248908297,1.2817573357491157,ERK,ERK_example
45,all,188.21345029239765,137.15382653061224,1.3722799797378535,ERK,ERK_example
