Frame,Cell,Intensity_nucleus,Intensity_cytoplasm,Ratio_cytoplasm_div_nucleus,Key,Sample
16,2,277.7203453453453,165.74324324324326,0.5967990679153934,ERK,ERK_example
16,3,356.41485068603714,148.85135135135135,0.4176350987194786,ERK,ERK_example
16,4,189.27662721893492,114.020697167756,0.6024024140913556,ERK,ERK_example
16,all,275.32134856630825,144.76656701544593,0.5258094505540329,ERK,ERK_example
17,1,253.36903376018626,148.81584362139918,0.5873481909484383,ERK,ERK_example
17,2,274.3505077096653,167.37387387387386,0.6100731333473575,ERK,ERK_example
17,3,353.95641646489105,146.91458733205374,0.4150640601443263,ERK,ERK_example
17,4,184.88058968058968,111.2318376068376,0.6016415124973806,ERK,ERK_example
17,all,272.00472440944884,144.73694581280787,0.5321118819794295,ERK,ERK_example
18,1,248.76797194623026,148.67407407407407,0.5976415408741166,ERK,ERK_example
18,2,266.32020997375326,161.34950584007188,0.6058477719583257,ERK,ERK_example
18,3,345.8514492753623,144.48991354466858,0.4177802748764185,ERK,ERK_example
18,4,178.8474409448819,109.69206008583691,0.6133275349443907,ERK,ERK_example
18,all,265.17101416685404,142.08037707764822,0.5358065907921848,ERK,ERK_example
19,1,259.64248403946607,156.8369905956113,0.6040498001543223,ERK,ERK_example
19,2,275.4844277673546,174.83243243243243,0.6346363525856992,ERK,ERK_example
19,3,358.69401778496365,156.5067437379576,0.4363238191270396,ERK,ERK_example
19,4,189.6185515873016,121.44756756756757,0.6404835737375218,ERK,ERK_example
19,all,276.09934669970716,153.58560794044666,0.5562693638224736,ERK,ERK_example
20,1,245.48619102416572,142.47589098532495,0.580382507019711,ERK,ERK_example
20,2,257.77000747943157,161.15412186379928,0.6251856972796122,ERK,ERK_example
20,3,342.48729326341265,143.09817131857557,0.4178203808820329,ERK,ERK_example
20,4,172.95445641527914,106.31209503239741,0.6146826004710312,ERK,ERK_example
20,all,259.50195902832195,139.50285006195787,0.537579178917615,ERK,ERK_example
21,1,242.23451834862385,139.2319749216301,0.5747817275209617,ERK,ERK_example
21,2,254.19196093163035,160.84281842818427,0.6327612322540993,ERK,ERK_example
21,3,339.8117886178862,143.78901734104045,0.4231431108551954,ERK,ERK_example
21,4,171.2683407188577,107.27564102564102,0.6263600182927989,ERK,ERK_example
21,all,256.5919973024615,138.92050520059436,0.5414062272442575,ERK,ERK_example
22,1,241.30432172869146,145.8759278897137,0.6045309377165988,ERK,ERK_example
22,2,249.74604966139955,160.87646528403968,0.6441601999397092,ERK,ERK_example
22,3,337.0222581950627,141.80966183574878,0.42077239229010144,ERK,ERK_example
22,4,167.24349533627884,104.66523143164693,0.6258254243084018,ERK,ERK_example
22,all,253.54336503623188,139.43725099601593,0.5499542493493769,ERK,ERK_example
23,1,248.62285883047844,153.12694300518135,0.615900499758913,ERK,ERK_example
23,2,254.28768417075935,169.84538878842676,0.6679261299747892,ERK,ERK_example
23,3,341.9904510361642,149.84559535333977,0.43815724941833,ERK,ERK_example
23,4,177.99950248756218,116.89583333333333,0.6567200003354026,ERK,ERK_example
23,all,260.292305073204,148.6593625498008,0.5711246919419772,ERK,ERK_example
24,1,233.72572101236022,139.63469387755103,0.5974297277712395,ERK,ERK_example
24,2,238.09717514124293,159.87297297297297,0.671461023752734,ERK,ERK_example
24,3,328.7629449838188,139.35521235521236,0.4238774913093421,ERK,ERK_example
24,4,163.29245283018867,102.29304812834225,0.6264407592353273,ERK,ERK_example
24,all,245.56798642533937,136.49766067471066,0.5558446875004628,ERK,ERK_example
25,1,243.05347901092583,147.4151547491996,0.606513246998505,ERK,ERK_example
25,2,244.89278973197432,169.61081081081082,0.6925920971231668,ERK,ERK_example
25,3,337.2699836867863,150.63697967086156,0.44663618749646616,ERK,ERK_example
25,4,172.437069813176,113.00213675213675,0.6553239212111814,ERK,ERK_example
25,all,253.44985350462025,146.35806772908367,0.5774636114611746,ERK,ERK_example
26,1,241.00117924528303,150.89907312049434,0.6261341691067588,ERK,ERK_example
26,2,240.3918918918919,169.001800180018,0.7030262079555529,ERK,ERK_example
26,3,334.5040883074407,150.056038647343,0.4485925400990238,ERK,ERK_example
26,4,170.51669941060905,112.32397408207343,0.6587271186360119,ERK,ERK_example
26,all,250.4536304003619,146.82265644323522,0.5862269043915725,ERK,ERK_example
27,1,229.4962275101567,134.86301369863014,0.5876480635946906,ERK,ERK_example
27,2,225.31052631578947,157.19567177637512,0.6976845438461836,ERK,ERK_example
27,3,320.20040899795504,140.60852713178295,0.43912663188597284,ERK,ERK_example
27,4,156.98577734183422,101.63616792249731,0.647422777040407,ERK,ERK_example
27,all,236.57742190143227,134.82035332172183,0.5698783604882356,ERK,ERK_example
28,1,228.19688809096348,138.58523344191096,0.6073055360275919,ERK,ERK_example
28,2,219.14674735249622,157.34265103697024,0.7179784912978222,ERK,ERK_example
28,3,314.75419909873006,138.78143133462282,0.4409200313514825,ERK,ERK_example
28,4,154.7972972972973,100.86616702355461,0.6516016027711079,ERK,ERK_example
28,all,232.84681288553804,135.0272636318159,0.5798974096252376,ERK,ERK_example
29,1,225.3005366726297,134.734375,0.5980206571623671,ERK,ERK_example
29,2,215.12997347480106,157.3336339044184,0.7313422270414004,ERK,ERK_example
29,3,312.2577065351418,140.90873786407766,0.4512578390061917,ERK,ERK_example
29,4,153.10309801929913,101.76231263383298,0.6646652742520306,ERK,ERK_example
29,all,230.18352833218628,134.88966030250435,0.5860091783276523,ERK,ERK_example
30,1,223.99327628361857,140.4620253164557,0.6270814358668685,ERK,ERK_example
30,2,210.64447806354008,155.14647377938516,0.7365323563458703,ERK,ERK_example
30,3,308.2446369636964,139.8920233463035,0.4538344112789197,ERK,ERK_example
30,4,150.01772525849336,99.02804746494067,0.6601089790843507,ERK,ERK_example
30,all,226.13257012020605,134.78623098029433,0.5960496133248101,ERK,ERK_example
31,1,222.65615704937537,135.3113708820404,0.607714480817318,ERK,ERK_example
31,2,204.42019667170953,157.04249547920435,0.768233755940506,ERK,ERK_example
31,3,301.3538144329897,139.81268292682927,0.46394860868077253,ERK,ERK_example
31,4,147.86315255955398,98.18250539956803,0.6640092795263758,ERK,ERK_example
31,all,222.08976269632007,133.87743871935967,0.6028077885896087,ERK,ERK_example
32,1,219.67582089552238,134.73566878980893,0.6133386380009891,ERK,ERK_example
32,2,199.7185128983308,154.481884057971,0.773498068937715,ERK,ERK_example
32,3,296.0148760330579,138.2409756097561,0.46700685270397646,ERK,ERK_example
32,4,144.26386806596702,96.24298056155507,0.6671315683671146,ERK,ERK_example
32,all,217.52668346312413,132.17087815861896,0.6076076555501064,ERK,ERK_example
33,1,216.4320536258379,134.94117647058823,0.6234805529492919,ERK,ERK_example
33,2,193.78967350037965,153.04343891402715,0.7897399079612326,ERK,ERK_example
33,3,291.484219269103,138.61094819159337,0.47553499993639614,ERK,ERK_example
33,4,140.45772151898734,96.57708779443254,0.6875883130524588,ERK,ERK_example
33,all,213.08674058674058,131.9329845540608,0.6191515445343031,ERK,ERK_example
34,1,225.4251968503937,142.5460251046025,0.6323429106250487,ERK,ERK_example
34,2,199.89277566539923,162.75384615384615,0.8142057441149351,ERK,ERK_example
34,3,295.29164935604484,149.9260700389105,0.507722010987648,ERK,ERK_example
34,4,148.36483072258716,105.54897739504844,0.7114150764772826,ERK,ERK_example
34,all,219.48494288681204,141.43753111000498,0.6444065330847959,ERK,ERK_example
35,1,217.65181932245923,139.62776025236593,0.6415189208480827,ERK,ERK_example
35,2,190.3881679389313,156.89019963702358,0.8240543587107131,ERK,ERK_example
35,3,285.64458333333334,143.140625,0.5011144385432362,ERK,ERK_example
35,4,138.1520970186963,97.34426229508196,0.7046166102126429,ERK,ERK_example
35,all,210.02024903991622,135.60245490981964,0.6456637182829318,ERK,ERK_example
36,1,211.39756838905774,132.86788399570355,0.6285213449152474,ERK,ERK_example
36,2,182.06290507052992,155.5234657039711,0.8542292876394694,ERK,ERK_example
36,3,276.11503322259136,139.9666339548577,0.5069142100713617,ERK,ERK_example
36,4,133.87539103232533,95.86413043478261,0.7160698444692902,ERK,ERK_example
36,all,203.27647195717944,132.438662644545,0.6515198801386293,ERK,ERK_example
37,1,212.16129032258064,136.98111227701995,0.6456461122985584,ERK,ERK_example
37,2,178.0072629969419,152.9690909090909,0.8593418511901891,ERK,ERK_example
37,3,269.85393258426967,138.68426197458456,0.5139234423840623,ERK,ERK_example
37,4,131.1949717804002,93.38436482084691,0.7117983528908233,ERK,ERK_example
37,all,199.46800795414669,131.7713284963723,0.6606138490472298,ERK,ERK_example
38,1,211.13888888888889,130.81354051054385,0.6195615653702905,ERK,ERK_example
38,2,176.89356814701378,154.7753623188406,0.8749631992849448,ERK,ERK_example
38,3,268.3397409109904,141.21722113502935,0.5262627915477931,ERK,ERK_example
38,4,130.20938628158845,94.68729641693811,0.7271925559357839,ERK,ERK_example
38,all,198.40755813953487,131.77963525835867,0.6641865687681185,ERK,ERK_example
39,1,218.52859836580768,142.9069264069264,0.6539506841466407,ERK,ERK_example
39,2,180.78917050691246,160.1467639015497,0.8858205580152628,ERK,ERK_example
39,3,269.84926931106475,147.61960784313726,0.5470446824629751,ERK,ERK_example
39,4,134.54564315352698,100.44004282655246,0.746512785344841,ERK,ERK_example
39,all,202.41218595914535,138.89559748427672,0.6862017562139824,ERK,ERK_example
40,1,212.79177545691905,139.21696035242292,0.6542403250947461,ERK,ERK_example
40,2,168.78341013824885,154.4632152588556,0.9151563837484755,ERK,ERK_example
40,3,257.63914501257335,140.5087890625,0.5453704989420101,ERK,ERK_example
40,4,124.80935064935065,91.90614886731392,0.7363723021484375,ERK,ERK_example
40,all,191.84254765005326,132.71489898989898,0.691790745147885,ERK,ERK_example
41,1,210.56142506142507,130.4760348583878,0.6196578258355028,ERK,ERK_example
41,2,170.0452627541235,154.10454545454544,0.9062560341793967,ERK,ERK_example
41,3,254.64464882943145,141.82254901960783,0.5569429778773981,ERK,ERK_example
41,4,124.88198757763975,92.24839400428266,0.7386845436531139,ERK,ERK_example
41,all,191.20037387545273,130.94436052366567,0.6848541028950204,ERK,ERK_example
42,1,212.3231441048035,134.02854006586168,0.6312479057850834,ERK,ERK_example
42,2,168.30913259457395,157.46230699364213,0.935554147099909,ERK,ERK_example
42,3,253.77889027951605,144.24387855044074,0.5683840700523526,ERK,ERK_example
42,4,123.17255504352279,93.18878101402373,0.7565709827249719,ERK,ERK_example
42,all,190.16137689614936,133.61742424242425,0.7026528016538037,ERK,ERK_example
43,1,210.24375,134.28507795100222,0.6387113907119818,ERK,ERK_example
43,2,163.30536398467433,154.6414922656961,0.9469468025570102,ERK,ERK_example
43,3,245.02338204592903,141.78550440744368,0.5786611188840187,ERK,ERK_example
43,4,120.89017951425555,91.53010752688172,0.7571343503223796,ERK,ERK_example
43,all,185.717613836922,131.81990881458967,0.7097867891536679,ERK,ERK_example
44,1,211.69943289224952,133.06100217864923,0.628537357709288,ERK,ERK_example
44,2,162.59410864575364,153.6727272727273,0.9451309678601978,ERK,ERK_example
44,3,240.96682066358673,142.4472906403941,0.5911489816237583,ERK,ERK_example
44,4,119.9209549071618,92.8252427184466,0.7740535654532467,ERK,ERK_example
44,all,184.33695523798275,131.77348484848486,0.7148511522193833,ERK,ERK_example
45,1,217.50952673632452,135.9593679458239,0.6250731633959205,ERK,ERK_example
45,2,165.27711766960522,159.80381471389646,0.9668840851481323,ERK,ERK_example
45,3,243.695178197065,148.71681415929203,0.6102575162116324,ERK,ERK_example
45,4,125.9284603421462,98.2467248908297,0.7801788779430358,ERK,ERK_example
45,all,188.21345029239765,137.15382653061224,0.7287142673254111,ERK,ERK_example
