Frame,Cell,Intensity_nucleus,Intensity_cytoplasm,Ratio_cytoplasm_div_nucleus,Key,Sample
0,1,80.44926075268818,51.89975845410628,0.6451241188362576,ERK,PKA_example
0,2,120.35464733025708,72.20809578107183,0.5999610100882142,ERK,PKA_example
0,3,71.34148044692738,55.55052935514918,0.7786568067714061,ERK,PKA_example
0,all,97.4804490038656,60.75882220723758,0.6232923917372208,ERK,PKA_example
1,1,81.66655439541934,53.76353790613718,0.6583299406244175,ERK,PKA_example
1,2,123.03186922060766,73.55454026270702,0.5978494899627742,ERK,PKA_example
1,3,74.10247093023256,58.40344168260038,0.7881443216325026,ERK,PKA_example
1,all,99.62468212415857,62.62368244000897,0.6285960577717415,ERK,PKA_example
2,1,80.87078746824724,53.27835051546392,0.6588083556918857,ERK,PKA_example
2,2,121.21679851876789,76.04191295002687,0.627321574890904,ERK,PKA_example
2,3,72.28851351351351,54.50103519668737,0.7539376942160946,ERK,PKA_example
2,all,97.90469758367102,63.006702412868634,0.6435513715674576,ERK,PKA_example
3,1,80.45755033557047,52.05418422636966,0.6469769960589563,ERK,PKA_example
3,2,122.25872724235845,74.99778516057586,0.6134350230221578,ERK,PKA_example
3,3,73.47636363636363,56.780848963474824,0.7727770694326229,ERK,PKA_example
3,all,98.52274433268278,62.372098214285714,0.6330730902467882,ERK,PKA_example
4,1,79.22621672036628,51.39180229053647,0.6486716697823265,ERK,PKA_example
4,2,120.12769874476987,76.25946242457488,0.6348199725910013,ERK,PKA_example
4,3,70.21298882681565,54.226628895184135,0.772316202475545,ERK,PKA_example
4,all,96.6254509921828,62.036115393085225,0.6420266581534928,ERK,PKA_example
5,1,78.61221734728316,51.12079326923077,0.6502906926463574,ERK,PKA_example
5,2,120.38697951090549,72.40334679746105,0.601421740886042,ERK,PKA_example
5,3,69.79472140762464,55.3342939481268,0.7928148838786234,ERK,PKA_example
5,all,96.66002098635887,60.4197836863452,0.6250752179628838,ERK,PKA_example
6,1,78.80535196863815,50.857831325301206,0.6453601190124866,ERK,PKA_example
6,2,120.68003962357602,71.70103686635944,0.5941416417330373,ERK,PKA_example
6,3,69.84939759036145,55.66123188405797,0.7968749023504633,ERK,PKA_example
6,all,97.04723815273167,60.07711111111111,0.6190501889045265,ERK,PKA_example
7,1,79.98804440649018,51.43470374848851,0.6430298944065087,ERK,PKA_example
7,2,123.25389039242219,75.1672203765227,0.6098567772360075,ERK,PKA_example
7,3,72.2,56.05137614678899,0.7763348496785178,ERK,PKA_example
7,all,98.79849946409432,61.96065934065934,0.6271417043451889,ERK,PKA_example
8,1,79.5147084121796,51.03757575757576,0.6418633329196504,ERK,PKA_example
8,2,123.3640061006609,76.31040086673889,0.6185791405353046,ERK,PKA_example
8,3,70.46624472573839,55.148014440433215,0.7826160547518142,ERK,PKA_example
8,all,98.23332825822168,62.16007819287576,0.6327799260702871,ERK,PKA_example
9,1,78.53867214236824,49.231515151515154,0.6268442514825364,ERK,PKA_example
9,2,122.89602803738318,71.00919540229886,0.5777989454687575,ERK,PKA_example
9,3,70.8615863141524,54.587807097361235,0.7703441305329488,ERK,PKA_example
9,all,98.04153330285017,58.98418355981288,0.6016244500951532,ERK,PKA_example
10,1,75.47416153319644,45.262035344302255,0.599702393837052,ERK,PKA_example
10,2,120.62801530527366,69.31036479444123,0.5745793348173498,ERK,PKA_example
10,3,67.67557803468208,51.2514450867052,0.7573107844079306,ERK,PKA_example
10,all,95.16043507817811,56.099182932364954,0.5895221358149237,ERK,PKA_example
11,1,78.73055746730901,47.56787878787879,0.604185723029209,ERK,PKA_example
11,2,122.65824915824916,74.86567164179104,0.6103598588400043,ERK,PKA_example
11,3,71.21467764060357,53.330587023686924,0.7488707214659931,ERK,PKA_example
11,all,97.65352006056018,59.978103837471785,0.6141929528016619,ERK,PKA_example
12,1,78.63236557292561,48.00729040097205,0.6105283753221045,ERK,PKA_example
12,2,122.78474069148936,70.38541666666667,0.5732423774344896,ERK,PKA_example
12,3,71.22632794457274,56.264733395696915,0.7899429188527209,ERK,PKA_example
12,all,98.12081303288673,58.69750168804862,0.5982166257466215,ERK,PKA_example
13,1,79.3600969025783,47.27421307506053,0.5956924817404634,ERK,PKA_example
13,2,123.16019499075475,73.04257703081232,0.5930696767433293,ERK,PKA_example
13,3,70.52755326965466,55.168336673346694,0.7822238843649713,ERK,PKA_example
13,all,98.34899533959813,59.42187147688839,0.6041939856294947,ERK,PKA_example
14,1,78.01349480968858,45.703794369645045,0.5858447244433541,ERK,PKA_example
14,2,123.28711554447216,70.85072046109511,0.5746806561918291,ERK,PKA_example
14,3,71.77223088923557,55.2426614481409,0.7696940831252079,ERK,PKA_example
14,all,98.22604572914277,57.860168526531545,0.5890511838996382,ERK,PKA_example
15,1,79.06300989411561,46.943430656934304,0.5937470723642175,ERK,PKA_example
15,2,124.54841388473676,71.72023121387284,0.5758421884059179,ERK,PKA_example
15,3,72.25125989920807,55.941351888667995,0.774261265017486,ERK,PKA_example
15,all,99.13787867284185,58.79634703196347,0.593076509393481,ERK,PKA_example
16,1,82.17483005054906,49.37018937080025,0.6007945418375754,ERK,PKA_example
16,2,127.85248394727948,75.02899343544858,0.5868403265937885,ERK,PKA_example
16,3,78.07754442649434,59.93226716839135,0.7675992836175097,ERK,PKA_example
16,all,102.7478476692779,62.208480565371026,0.6054480164451334,ERK,PKA_example
17,1,75.46403065668002,42.2385600976205,0.5597177851496271,ERK,PKA_example
17,2,120.70083612040133,69.07050923335198,0.5722454910291828,ERK,PKA_example
